iso3,country,measure,measure_name,unit,year,obs_value,year_date
FRA,France,C_CV,Civil Budget R&D,PT_GBARD,2018,93.264855516,2018-01-01
FRA,France,C_CV,Civil Budget R&D,PT_GBARD,2019,92.518918,2019-01-01
FRA,France,C_CV,Civil Budget R&D,PT_GBARD,2020,91.4375141,2020-01-01
FRA,France,C_CV,Civil Budget R&D,PT_GBARD,2021,89.338634631,2021-01-01
FRA,France,C_CV,Civil Budget R&D,PT_GBARD,2022,91.19392578,2022-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2017,16081,2017-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2018,16554,2018-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2019,17760,2019-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2020,18494,2020-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2021,19751.581,2021-01-01
NLD,Netherlands,G,Gross Domestic Expenditure on R&D (GERD),XDC,2022,22010.422,2022-01-01
TUR,Türkiye,P_PCT,patent applications filed under the PCT,PATN,2017,1303.9351,2017-01-01
TUR,Türkiye,P_PCT,patent applications filed under the PCT,PATN,2018,1528.2373,2018-01-01
TUR,Türkiye,P_PCT,patent applications filed under the PCT,PATN,2019,1476.0446,2019-01-01
TUR,Türkiye,P_PCT,patent applications filed under the PCT,PATN,2020,1699.2044,2020-01-01
TUR,Türkiye,P_PCT,patent applications filed under the PCT,PATN,2021,761.1798,2021-01-01
FRA,France,G_FB,GERD financed by the business enterprise sector,USD_PPP,2017,34737.232925,2017-01-01
FRA,France,G_FB,GERD financed by the business enterprise sector,USD_PPP,2018,35623.913023,2018-01-01
FRA,France,G_FB,GERD financed by the business enterprise sector,USD_PPP,2019,36274.313686,2019-01-01
FRA,France,G_FB,GERD financed by the business enterprise sector,USD_PPP,2020,34620.663133,2020-01-01
FRA,France,G_FB,GERD financed by the business enterprise sector,USD_PPP,2021,35285.535281,2021-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2017,6.413336754,2017-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2018,6.855415344,2018-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2019,7.06522131,2019-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2020,7.248924255,2020-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2021,7.37613821,2021-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2022,7.218918421,2022-01-01
ZAF,South Africa,PPP,Purchasing power parity,XDC_USD,2023,7.280194662,2023-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2017,0.6617637555,2017-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2018,0.4511356961,2018-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2019,0.5740154052,2019-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2020,0.5218625898,2020-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2021,0.4292255161,2021-01-01
ISR,Israel,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2022,0.3218533162,2022-01-01
NLD,Netherlands,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2017,73618.797388,2017-01-01
NLD,Netherlands,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2018,80768.935464,2018-01-01
NLD,Netherlands,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2019,81765.323821,2019-01-01
NLD,Netherlands,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2020,83902.177017,2020-01-01
NLD,Netherlands,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2021,93949.120415,2021-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2017,464.91490574,2017-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2018,485.57732003,2018-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2019,457.43650093,2019-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2020,468.5934302,2020-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2021,532.26476305,2021-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2022,566.94062929,2022-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PS,2017,4474,2017-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PS,2018,4557,2018-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PS,2019,5091,2019-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PS,2020,5268,2020-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PS,2021,5603,2021-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2017,14.18413393,2017-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2018,13.7249367,2018-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2019,11.034306388,2019-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2020,14.135714237,2020-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2021,13.346509502,2021-01-01
TUR,Türkiye,T_RS,Researchers,FTE,2022,12.851031298,2022-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2017,1066590.096,2017-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2018,1033634.856,2018-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2019,1047074.544,2019-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2020,1051289.52,2020-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2021,1061036.928,2021-01-01
JPN,Japan,G_FON,GERD financed by the Higher Education and PNP sectors,XDC,2022,1085300.568,2022-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2017,16126.65343,2017-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2018,22605.06469,2018-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2019,28246.60044,2019-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2020,34258.82781,2020-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2021,55525.77588,2021-01-01
TUR,Türkiye,G_FB,GERD financed by the business enterprise sector,XDC,2022,99662.12506,2022-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2017,0.921298208,2017-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2018,0.8146299057,2018-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2019,0.8071733418,2019-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2020,0.8527271433,2020-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2021,0.9921579388,2021-01-01
JPN,Japan,B_FG,BERD financed by government,PT_BERD,2022,1.3446623107,2022-01-01
CAN,Canada,B_TT,Business Enterprise R&D personnel,FTE,2017,141210,2017-01-01
CAN,Canada,B_TT,Business Enterprise R&D personnel,FTE,2018,158470,2018-01-01
CAN,Canada,B_TT,Business Enterprise R&D personnel,FTE,2019,160550,2019-01-01
CAN,Canada,B_TT,Business Enterprise R&D personnel,FTE,2020,175690,2020-01-01
CAN,Canada,B_TT,Business Enterprise R&D personnel,FTE,2021,187850,2021-01-01
SVN,Slovenia,TOT_POP,Population,PS,2017,2065.819,2017-01-01
SVN,Slovenia,TOT_POP,Population,PS,2018,2071.956,2018-01-01
SVN,Slovenia,TOT_POP,Population,PS,2019,2089.014,2019-01-01
SVN,Slovenia,TOT_POP,Population,PS,2020,2102.8,2020-01-01
SVN,Slovenia,TOT_POP,Population,PS,2021,2107.73,2021-01-01
SVN,Slovenia,TOT_POP,Population,PS,2022,2108.589,2022-01-01
SVN,Slovenia,TOT_POP,Population,PS,2023,2120.438,2023-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2017,62541.9,2017-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2018,64007.3,2018-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2019,66630.4,2019-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2020,67211.8,2020-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2021,69984,2021-01-01
ESP,Spain,H_RS,Higher education sector researchers,FTE,2022,72568,2022-01-01
POL,Poland,G_FA,GERD financed by the rest of the world,PT_B1GQ,2017,0.0617865497,2017-01-01
POL,Poland,G_FA,GERD financed by the rest of the world,PT_B1GQ,2018,0.0848591163,2018-01-01
POL,Poland,G_FA,GERD financed by the rest of the world,PT_B1GQ,2019,0.0932581805,2019-01-01
POL,Poland,G_FA,GERD financed by the rest of the world,PT_B1GQ,2020,0.0994746055,2020-01-01
POL,Poland,G_FA,GERD financed by the rest of the world,PT_B1GQ,2021,0.1170189511,2021-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2017,136.55374716,2017-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2018,146.96420841,2018-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2019,159.567882,2019-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2020,159.34379944,2020-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2021,179.31396455,2021-01-01
ROU,Romania,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,2022,197.1410949,2022-01-01
NZL,New Zealand,B_ICTS,BERD performed in information and communication services,USD_PPP,2017,473.80805362,2017-01-01
NZL,New Zealand,B_ICTS,BERD performed in information and communication services,USD_PPP,2018,589.77201615,2018-01-01
NZL,New Zealand,B_ICTS,BERD performed in information and communication services,USD_PPP,2019,730.86113674,2019-01-01
NZL,New Zealand,B_ICTS,BERD performed in information and communication services,USD_PPP,2020,789.20694414,2020-01-01
NZL,New Zealand,B_ICTS,BERD performed in information and communication services,USD_PPP,2021,822.94146425,2021-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2017,32569,2017-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2018,34712,2018-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2019,36650,2019-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2020,38405,2020-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2021,38792,2021-01-01
KOR,Korea,H_WRS,Higher education sector woman researchers,PS,2022,40443,2022-01-01
GBR,United Kingdom,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2017,12.742233489,2017-01-01
GBR,United Kingdom,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2018,14.415061658,2018-01-01
GBR,United Kingdom,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2019,14.538453879,2019-01-01
GBR,United Kingdom,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2020,15.670327614,2020-01-01
GBR,United Kingdom,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2021,15.262038817,2021-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2017,93.821636422,2017-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2018,93.347492357,2018-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2019,93.702982801,2019-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2020,94.565852817,2020-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2021,93.995388698,2021-01-01
KOR,Korea,B_FB,BERD financed by the business sector,PT_BERD,2022,94.029110053,2022-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2017,78982.394468,2017-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2018,81905.424811,2018-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2019,84800.75505,2019-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2020,84938.660404,2020-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2021,87995.866083,2021-01-01
EU27_2020,European Union (27 countries from 01/02/2020),H,Higher Education Expenditure on R&D (HERD),USD_PPP,2022,89517.078992,2022-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2017,0.238656117,2017-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2018,0.3344360462,2018-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2019,0.3499835099,2019-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2020,0.3473991,2020-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2021,0.3309500586,2021-01-01
LVA,Latvia,H,Higher Education Expenditure on R&D (HERD),PT_B1GQ,2022,0.3542498243,2022-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2017,12.921348315,2017-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2018,53.920871831,2018-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2019,8.5962752039,2019-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2020,4.1953086245,2020-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2021,-2.720533225,2021-01-01
HUN,Hungary,H_TT,Higher Education R&D personnel,FTE,2022,7.5998042369,2022-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2017,142.26748193,2017-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2018,185.24129929,2018-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2019,205.62130244,2019-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2020,223.42675032,2020-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2021,245.46406798,2021-01-01
EST,Estonia,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2022,239.36829167,2022-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2017,19440.4,2017-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2018,19990.5,2018-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2019,20645.6,2019-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2020,22536.8,2020-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2021,23124,2021-01-01
DNK,Denmark,C,Government Allocations for R&D (GBARD),XDC,2022,23119.6,2022-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2017,22.680358839,2017-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2018,19.974057358,2018-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2019,19.283526473,2019-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2020,20.803655071,2020-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2021,18.549013704,2021-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2022,17.52716239,2022-01-01
NOR,Norway,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2023,17.691618662,2023-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2017,23.185229811,2017-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2018,22.058163551,2018-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2019,24.888936787,2019-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2020,25.749909649,2020-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2021,27.120383164,2021-01-01
BGR,Bulgaria,GV,Government Intramural Expenditure on R&D (GOVERD),PT_GERD,2022,25.435611373,2022-01-01
EST,Estonia,B_ICTS,BERD performed in information and communication services,PT_BERD,2017,34.622336722,2017-01-01
EST,Estonia,B_ICTS,BERD performed in information and communication services,PT_BERD,2018,42.68922759,2018-01-01
EST,Estonia,B_ICTS,BERD performed in information and communication services,PT_BERD,2019,41.569358178,2019-01-01
EST,Estonia,B_ICTS,BERD performed in information and communication services,PT_BERD,2021,38.671039544,2021-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2017,1097.7236751,2017-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2018,876.38845514,2018-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2019,2306.3109856,2019-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2020,1779.9008661,2020-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2021,2773.4228923,2021-01-01
POL,Poland,C_NOR,Civil GBARD for Non-oriented Research programmes,USD_PPP,2022,2738.9790374,2022-01-01
LUX,Luxembourg,H_WRS,Higher education sector woman researchers,PS,2017,502,2017-01-01
LUX,Luxembourg,H_WRS,Higher education sector woman researchers,PS,2019,532,2019-01-01
LUX,Luxembourg,H_WRS,Higher education sector woman researchers,PS,2021,651,2021-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2017,3.0182539763,2017-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2018,15.420770714,2018-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2019,17.388184703,2019-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2020,5.1229352289,2020-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2021,13.165578608,2021-01-01
HRV,Croatia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2022,21.977053322,2022-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2017,11718,2017-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2018,12168,2018-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2019,12800,2019-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2020,13341,2020-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2021,13610,2021-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2022,13875,2022-01-01
CAN,Canada,G_FG,GERD financed by government,XDC,2023,14148,2023-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2017,4574.5,2017-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2018,4521.4,2018-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2019,4947,2019-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2020,5709.9,2020-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2021,5926.5,2021-01-01
LTU,Lithuania,H_RS,Higher education sector researchers,FTE,2022,6023.49,2022-01-01
ROU,Romania,G_FA,GERD financed by the rest of the world,XDC,2017,342.022,2017-01-01
ROU,Romania,G_FA,GERD financed by the rest of the world,XDC,2018,429.035535,2018-01-01
ROU,Romania,G_FA,GERD financed by the rest of the world,XDC,2019,534.508789,2019-01-01
ROU,Romania,G_FA,GERD financed by the rest of the world,XDC,2020,540.833932,2020-01-01
ROU,Romania,G_FA,GERD financed by the rest of the world,XDC,2021,705.620699,2021-01-01
AUS,Australia,B_ICTS,BERD performed in information and communication services,PT_BERD,2017,17.766779832,2017-01-01
AUS,Australia,B_ICTS,BERD performed in information and communication services,PT_BERD,2018,19.378120043,2018-01-01
AUS,Australia,B_ICTS,BERD performed in information and communication services,PT_BERD,2019,20.074183731,2019-01-01
AUS,Australia,B_ICTS,BERD performed in information and communication services,PT_BERD,2020,19.386771181,2020-01-01
AUS,Australia,B_ICTS,BERD performed in information and communication services,PT_BERD,2021,18.053436039,2021-01-01
COL,Colombia,TD_BDRUG,Trade balance of pharmaceutical industry,USD,2017,-1964.751076,2017-01-01
COL,Colombia,TD_BDRUG,Trade balance of pharmaceutical industry,USD,2018,-2196.463193,2018-01-01
COL,Colombia,TD_BDRUG,Trade balance of pharmaceutical industry,USD,2019,-2441.62361,2019-01-01
COL,Colombia,TD_BDRUG,Trade balance of pharmaceutical industry,USD,2020,-2284.805156,2020-01-01
COL,Colombia,TD_BDRUG,Trade balance of pharmaceutical industry,USD,2021,-3687.092846,2021-01-01
NLD,Netherlands,G_FA,GERD financed by the rest of the world,USD_PPP,2017,2313.3349094,2017-01-01
NLD,Netherlands,G_FA,GERD financed by the rest of the world,USD_PPP,2018,2190.7624601,2018-01-01
NLD,Netherlands,G_FA,GERD financed by the rest of the world,USD_PPP,2019,2121.6782607,2019-01-01
NLD,Netherlands,G_FA,GERD financed by the rest of the world,USD_PPP,2020,2160.508574,2020-01-01
NLD,Netherlands,G_FA,GERD financed by the rest of the world,USD_PPP,2021,2236.5137579,2021-01-01
ZAF,South Africa,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2017,-0.533444194,2017-01-01
ZAF,South Africa,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2018,-14.65789621,2018-01-01
ZAF,South Africa,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2019,0.8834438288,2019-01-01
ZAF,South Africa,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2020,-4.432766735,2020-01-01
ZAF,South Africa,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2021,1.8188999967,2021-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2017,139.9731494,2017-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2018,152.52841539,2018-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2019,165.47072146,2019-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2020,166.4053831,2020-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2021,178.95774078,2021-01-01
SVN,Slovenia,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2022,181.59189548,2022-01-01
ISL,Iceland,TOT_POP,Population,PS,2017,337.3,2017-01-01
ISL,Iceland,TOT_POP,Population,PS,2018,345.8,2018-01-01
ISL,Iceland,TOT_POP,Population,PS,2019,351.8,2019-01-01
ISL,Iceland,TOT_POP,Population,PS,2020,356.2,2020-01-01
ISL,Iceland,TOT_POP,Population,PS,2021,361.6,2021-01-01
ISL,Iceland,TOT_POP,Population,PS,2022,370.1,2022-01-01
ISL,Iceland,TOT_POP,Population,PS,2023,379.5,2023-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2017,129.00884972,2017-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2018,137.75923842,2018-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2019,148.54929617,2019-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2020,158.07634339,2020-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2021,170.09998482,2021-01-01
USA,United States,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2022,178.52460687,2022-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2017,42276.297249,2017-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2018,45515.22595,2018-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2019,48959.160477,2019-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2020,49873.172424,2020-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2021,56478.107351,2021-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2022,67436.536697,2022-01-01
LTU,Lithuania,GDP,Gross domestic product,XDC,2023,71986.179247,2023-01-01
CHN,China (People’s Republic of),TOT_EMP,Total employment,PS,2017,760580,2017-01-01
CHN,China (People’s Republic of),TOT_EMP,Total employment,PS,2018,757820,2018-01-01
