iso3,country,measure,measure_name,unit,year,obs_value,year_date
IRL,Ireland,C_DF,Defence Budget R&D,PT_GBARD,2019,0,2019-01-01
IRL,Ireland,C_DF,Defence Budget R&D,PT_GBARD,2020,0,2020-01-01
IRL,Ireland,C_DF,Defence Budget R&D,PT_GBARD,2021,0,2021-01-01
IRL,Ireland,C_DF,Defence Budget R&D,PT_GBARD,2022,0,2022-01-01
IRL,Ireland,C_DF,Defence Budget R&D,PT_GBARD,2023,0,2023-01-01
LUX,Luxembourg,C_DF,Defence Budget R&D,PT_GBARD,2017,0,2017-01-01
LUX,Luxembourg,C_DF,Defence Budget R&D,PT_GBARD,2018,0,2018-01-01
LUX,Luxembourg,C_DF,Defence Budget R&D,PT_GBARD,2019,0,2019-01-01
LUX,Luxembourg,C_DF,Defence Budget R&D,PT_GBARD,2020,0,2020-01-01
LUX,Luxembourg,C_DF,Defence Budget R&D,PT_GBARD,2021,0,2021-01-01
NZL,New Zealand,C_DF,Defence Budget R&D,PT_GBARD,2017,0,2017-01-01
HRV,Croatia,C_DF,Defence Budget R&D,PT_GBARD,2019,0,2019-01-01
COL,Colombia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2017,0,2017-01-01
COL,Colombia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2018,0,2018-01-01
LVA,Latvia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2022,0,2022-01-01
SVK,Slovak Republic,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2017,0,2017-01-01
SVK,Slovak Republic,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2018,0,2018-01-01
COL,Colombia,B_FA,BERD financed by the rest of the world,PT_BERD,2017,0,2017-01-01
COL,Colombia,B_FA,BERD financed by the rest of the world,PT_BERD,2018,0,2018-01-01
EST,Estonia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2017,0,2017-01-01
EST,Estonia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2018,0,2018-01-01
EST,Estonia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2019,0,2019-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2017,0,2017-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2018,0,2018-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2019,0,2019-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2020,0,2020-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2021,0,2021-01-01
ISL,Iceland,B_AERO,BERD performed in the aerospace industry,PT_BERD,2022,0,2022-01-01
HRV,Croatia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2017,0,2017-01-01
HRV,Croatia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2018,0,2018-01-01
HRV,Croatia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2019,0,2019-01-01
HRV,Croatia,B_AERO,BERD performed in the aerospace industry,PT_BERD,2020,0,2020-01-01
LVA,Latvia,C_EDU,Civil GBARD for Education and Social programmes,PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_GUF,Civil GBARD for General University Funds (GUF),PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_DF,Defence Budget R&D,PT_GBARD,2017,NA,2017-01-01
LVA,Latvia,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_CV,Civil Budget R&D,PT_GBARD,2017,NA,2017-01-01
LVA,Latvia,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2017,NA,2017-01-01
LVA,Latvia,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_CV,Civil Budget R&D,PT_GBARD,2018,NA,2018-01-01
LVA,Latvia,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_DF,Defence Budget R&D,PT_GBARD,2018,NA,2018-01-01
LVA,Latvia,C_GUF,Civil GBARD for General University Funds (GUF),PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_EDU,Civil GBARD for Education and Social programmes,PT_GBARD_C,2018,NA,2018-01-01
LVA,Latvia,C_EDU,Civil GBARD for Education and Social programmes,PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_GUF,Civil GBARD for General University Funds (GUF),PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_DF,Defence Budget R&D,PT_GBARD,2019,NA,2019-01-01
LVA,Latvia,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_CV,Civil Budget R&D,PT_GBARD,2019,NA,2019-01-01
LVA,Latvia,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2019,NA,2019-01-01
LVA,Latvia,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2020,NA,2020-01-01
LVA,Latvia,C_NOR,Civil GBARD for Non-oriented Research programmes,PT_GBARD_C,2020,NA,2020-01-01
LVA,Latvia,C_CV,Civil Budget R&D,PT_GBARD,2020,NA,2020-01-01
LVA,Latvia,C_ECO,Civil GBARD for Economic Development programmes,PT_GBARD_C,2020,NA,2020-01-01
LVA,Latvia,C_DF,Defence Budget R&D,PT_GBARD,2020,NA,2020-01-01
LVA,Latvia,C_GUF,Civil GBARD for General University Funds (GUF),PT_GBARD_C,2020,NA,2020-01-01
LVA,Latvia,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2020,NA,2020-01-01
LVA,Latvia,C_EDU,Civil GBARD for Education and Social programmes,PT_GBARD_C,2020,NA,2020-01-01
NZL,New Zealand,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2017,NA,2017-01-01
SVN,Slovenia,GV_FB,GOVERD financed by the business sector,PT_GOVERD,2017,NA,2017-01-01
SVN,Slovenia,GV_FB,GOVERD financed by the business sector,PT_GOVERD,2018,NA,2018-01-01
SVN,Slovenia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2018,NA,2018-01-01
SVN,Slovenia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2020,NA,2020-01-01
SVN,Slovenia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2021,NA,2021-01-01
SVN,Slovenia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2022,NA,2022-01-01
BGR,Bulgaria,B_FG,BERD financed by government,PT_BERD,2018,NA,2018-01-01
BGR,Bulgaria,B_FG,BERD financed by government,PT_BERD,2022,NA,2022-01-01
HRV,Croatia,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2022,NA,2022-01-01
LVA,Latvia,G_CV,Civil GERD,PT_B1GQ,2017,NA,2017-01-01
LVA,Latvia,G_CV,Civil GERD,PT_B1GQ,2018,NA,2018-01-01
LVA,Latvia,G_CV,Civil GERD,PT_B1GQ,2019,NA,2019-01-01
AUS,Australia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.650532589,2017-01-01
AUS,Australia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.725801096,2018-01-01
AUS,Australia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.736558725,2019-01-01
AUS,Australia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.707139179,2020-01-01
AUT,Austria,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.777028881,2017-01-01
AUT,Austria,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.651170867,2018-01-01
AUT,Austria,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.664305415,2019-01-01
AUT,Austria,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.639213594,2020-01-01
BEL,Belgium,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.722942326,2017-01-01
BEL,Belgium,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.711570495,2018-01-01
BEL,Belgium,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.681900909,2019-01-01
BEL,Belgium,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.727617467,2020-01-01
CAN,Canada,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.10707146,2017-01-01
CAN,Canada,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,1.220057615,2018-01-01
CAN,Canada,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,1.19187283,2019-01-01
CAN,Canada,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,1.194353,2020-01-01
CHL,Chile,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.023466713,2017-01-01
CHL,Chile,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.020198413,2018-01-01
CHL,Chile,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.018871683,2019-01-01
CHL,Chile,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.019556523,2020-01-01
COL,Colombia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.014278161,2017-01-01
COL,Colombia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.013782463,2018-01-01
COL,Colombia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.00928556,2019-01-01
COL,Colombia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.008504258,2020-01-01
CRI,Costa Rica,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.93875e-4,2017-01-01
CRI,Costa Rica,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.002837329,2018-01-01
CRI,Costa Rica,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.007905195,2019-01-01
CRI,Costa Rica,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.016530391,2020-01-01
CZE,Czechia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.066189861,2017-01-01
CZE,Czechia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.06538343,2018-01-01
CZE,Czechia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.12438284,2019-01-01
CZE,Czechia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.103143681,2020-01-01
DNK,Denmark,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.539264637,2017-01-01
DNK,Denmark,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.571019561,2018-01-01
DNK,Denmark,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.498340505,2019-01-01
DNK,Denmark,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.599921958,2020-01-01
EST,Estonia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.006967804,2017-01-01
EST,Estonia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.012404427,2018-01-01
EST,Estonia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.017944074,2019-01-01
EST,Estonia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.027700852,2020-01-01
FIN,Finland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.539913271,2017-01-01
FIN,Finland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.552638741,2018-01-01
FIN,Finland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.552902952,2019-01-01
FIN,Finland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.56698002,2020-01-01
FRA,France,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,3.571785359,2017-01-01
FRA,France,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,3.594403271,2018-01-01
FRA,France,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,3.569323774,2019-01-01
FRA,France,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,3.414570772,2020-01-01
DEU,Germany,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,8.299847134,2017-01-01
DEU,Germany,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,7.339134196,2018-01-01
DEU,Germany,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,7.706844667,2019-01-01
DEU,Germany,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,7.360146368,2020-01-01
GRC,Greece,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.045657621,2017-01-01
GRC,Greece,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.025626149,2018-01-01
GRC,Greece,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.033760447,2019-01-01
GRC,Greece,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.033675399,2020-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.05488282,2017-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.104212914,2018-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.062950969,2019-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.066063761,2020-01-01
ISL,Iceland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.007707355,2017-01-01
ISL,Iceland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.009048036,2018-01-01
ISL,Iceland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.022097795,2019-01-01
ISL,Iceland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.00534212,2020-01-01
IRL,Ireland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.19538487,2017-01-01
IRL,Ireland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.204341278,2018-01-01
IRL,Ireland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.261255088,2019-01-01
IRL,Ireland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.26567922,2020-01-01
ISR,Israel,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.052592967,2017-01-01
ISR,Israel,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,1.056280581,2018-01-01
ISR,Israel,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,1.202225231,2019-01-01
ISR,Israel,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,1.245628704,2020-01-01
ITA,Italy,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.529687811,2017-01-01
ITA,Italy,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,1.451519535,2018-01-01
ITA,Italy,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,1.564513267,2019-01-01
ITA,Italy,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,1.563067096,2020-01-01
JPN,Japan,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,32.09385359,2017-01-01
JPN,Japan,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,31.20513616,2018-01-01
JPN,Japan,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,29.14529799,2019-01-01
JPN,Japan,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,26.97336259,2020-01-01
KOR,Korea,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,5.116080796,2017-01-01
KOR,Korea,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,5.400849518,2018-01-01
KOR,Korea,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,5.531001213,2019-01-01
KOR,Korea,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,6.500160131,2020-01-01
LVA,Latvia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.006107669,2017-01-01
LVA,Latvia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.014009772,2018-01-01
LVA,Latvia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.002887833,2019-01-01
LVA,Latvia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.005054402,2020-01-01
LTU,Lithuania,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.00828898,2017-01-01
LTU,Lithuania,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.017093848,2018-01-01
LTU,Lithuania,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.01606111,2019-01-01
LTU,Lithuania,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.008391891,2020-01-01
LUX,Luxembourg,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.038730477,2017-01-01
LUX,Luxembourg,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.034153022,2018-01-01
LUX,Luxembourg,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.046951501,2019-01-01
LUX,Luxembourg,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.06185551,2020-01-01
MEX,Mexico,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.039033069,2017-01-01
MEX,Mexico,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.027238324,2018-01-01
MEX,Mexico,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.037277651,2019-01-01
MEX,Mexico,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.037379295,2020-01-01
NLD,Netherlands,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.59401745,2017-01-01
NLD,Netherlands,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,1.564523755,2018-01-01
NLD,Netherlands,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,1.55856032,2019-01-01
NLD,Netherlands,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,1.523835368,2020-01-01
NZL,New Zealand,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.102121281,2017-01-01
NZL,New Zealand,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.084367196,2018-01-01
NZL,New Zealand,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.127556117,2019-01-01
NZL,New Zealand,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.133470257,2020-01-01
NOR,Norway,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.207258354,2017-01-01
NOR,Norway,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.182623855,2018-01-01
NOR,Norway,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.244647681,2019-01-01
NOR,Norway,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.249344581,2020-01-01
POL,Poland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.129117878,2017-01-01
POL,Poland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.117843896,2018-01-01
POL,Poland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.106381444,2019-01-01
POL,Poland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.115953823,2020-01-01
PRT,Portugal,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.064316726,2017-01-01
PRT,Portugal,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.063819064,2018-01-01
PRT,Portugal,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.07250054,2019-01-01
PRT,Portugal,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.052428516,2020-01-01
SVK,Slovak Republic,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.016168223,2017-01-01
SVK,Slovak Republic,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.01743306,2018-01-01
SVK,Slovak Republic,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.029705086,2019-01-01
SVK,Slovak Republic,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.028674913,2020-01-01
SVN,Slovenia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.024572027,2017-01-01
SVN,Slovenia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.022785843,2018-01-01
SVN,Slovenia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.025379899,2019-01-01
SVN,Slovenia,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.036436644,2020-01-01
ESP,Spain,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.512039787,2017-01-01
ESP,Spain,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.519203194,2018-01-01
ESP,Spain,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.575490222,2019-01-01
ESP,Spain,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.567976749,2020-01-01
SWE,Sweden,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,1.419646977,2017-01-01
SWE,Sweden,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,1.392056459,2018-01-01
SWE,Sweden,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,1.28866732,2019-01-01
SWE,Sweden,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,1.25048185,2020-01-01
CHE,Switzerland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,2.234923654,2017-01-01
CHE,Switzerland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,2.334253016,2018-01-01
CHE,Switzerland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,2.380539984,2019-01-01
CHE,Switzerland,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,2.39221884,2020-01-01
TUR,Türkiye,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.094025827,2017-01-01
TUR,Türkiye,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.132232457,2018-01-01
TUR,Türkiye,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.114384834,2019-01-01
